id	NY AGI of All Returns	Taxable Income of All Returns
13252	3543329.00	1887957.00
13253	13558.00	10408.00
13254	315234.00	251164.00
13255	61427.00	50418.00
13256	142120.00	135605.00
13257	1387172.00	1113402.00
13258	9541.00	5456.00
13259	86163.00	29595.00
13261	2556.00	1766.00
13263	85396.00	68759.00
13264	240916.00	82904.00
13265	21691.00	16609.00
13266	72224.50	11016.42
13267	2962391.00	2355874.00
13268	121728.00	92331.00
13269	1001.00	306.00
13270	11570.00	10047.00
13271	113883.00	96601.00
13272	1623.00	687.00
13273	5972.00	424.00
13274	27771.00	1983.00
13275	110969.00	95761.00
13276	1134946.00	1015681.00
13277	1805989.00	1095136.00
13278	11660.00	4190.00
13279	1395563.00	1285855.00
13280	35931.00	30526.00
13281	4783.00	4325.00
13282	19618.00	11868.00
13283	2058430.00	1276787.00
13284	13700.00	12585.00
13285	18711.00	2089.00
13287	1113805.00	801312.00
13288	1428706.00	1141719.00
13289	24628.00	18492.00
13290	536520.00	456185.00
13291	349.00	75.00
13292	8141.00	483.00
13293	777193.00	548553.00
13294	3064.00	1807.00
13295	15586.00	8005.00
13296	40995.00	37074.00
13297	826492.12	80460.11
13298	605.63	292.63
13299	87603.00	68206.00
13300	6614.00	5053.00
13301	4458.00	2470.00
13302	667591.00	443868.00
13303	151999.00	26281.00
13304	3266.00	2165.00
13305	423328.00	342784.00
13306	1539242.00	1309375.00
13307	38987.00	31003.00
13308	9956.00	7656.00
13309	184093.00	168690.00
13310	11911.00	7292.00
13311	264543.00	197258.00
13312	467687.00	398903.00
13314	129120.00	125319.00
13315	12383.00	8167.00
13316	82681.00	80743.00
13317	3390.00	185.00
13318	93946.00	66785.00
13319	93692.00	68390.00
13320	14205.00	8374.00
13321	2068.00	272.00
13322	557838.00	376180.00
13324	2423.00	434.00
13325	10259.00	8023.00
13326	20333.00	6730.00
13327	155186.00	120359.00
13328	9527.00	1313.00
13329	3288.00	2235.00
13330	80846.00	45195.00
13332	2140798.00	1478552.00
13333	155757.00	110218.00
13334	247186.00	223488.00
13335	7115.00	341.00
13336	114415.00	89073.00
13337	37965.00	34492.00
13338	67644.00	23892.00
13339	324730.00	177494.00
13340	90746.00	87644.00
13341	442787.00	358354.00
13342	107682.00	83202.00
13343	66314.00	51130.00
13344	70618.00	54610.00
13345	9512.00	7363.00
13346	13648.00	9961.00
13347	26841.00	18477.00
13348	1921894.00	1278163.00
13349	1408853.00	568550.00
13350	1248602.75	885730.75
13351	170455.00	126916.00
13352	220332.00	204048.00
13353	335055.00	258523.00
13354	6420.23	4586.77
13355	18979.00	14968.00
13356	1679684.00	1129060.00
13357	68132.00	49897.00
13358	22129.00	9844.00
13359	629303.00	469095.00
13360	564.00	287.00
13361	282.63	113.04
13363	21816.00	2928.00
13364	105585.00	69267.00
13365	3294.00	2404.00
13366	178294.72	98634.37
13367	4391.00	2469.00
13368	117004.00	91538.00
13369	1319254.00	1029793.00
13370	12164.00	8005.00
13371	701.00	88.00
13372	165494.00	90556.00
13373	104845.00	73664.00
13374	118423.00	17085.00
13375	71962.00	63238.00
13376	1211295.00	860744.00
13377	25323.00	14059.00
13378	30997.00	1658.00
13380	8759.00	6512.00
13381	167760.00	10859.00
13382	2971627.00	2159770.00
13383	1498.00	1093.00
13384	2760.00	1447.00
13385	193357.00	186083.00
13386	7271.00	346.00
13387	5885.00	3121.00
13388	62284.00	23149.00
13389	10689.00	5226.00
13390	9906.00	7656.00
13391	484169.00	413837.00
13392	9913.00	5524.00
13393	108649.00	78361.00
13394	65884.32	51164.90
13395	366899.16	259634.31
13396	309203.00	233251.00
13397	74408.60	18420.00
13398	138936.00	105796.00
13399	999541.69	853289.88
13400	1137.00	354.00
13401	333979.00	239116.00
13403	893754.00	836152.00
13404	65045.00	35915.00
13405	19679.00	3710.00
13407	588156.00	486978.00
13408	14584.00	1846.00
13409	137921.00	77638.00
13410	1761259.00	1652567.00
13411	72795.00	40202.00
13412	1306752.00	936990.00
13413	4415.00	2614.00
13414	23277.00	14997.00
13415	3322.00	1670.00
13416	218440.00	123549.00
13417	67053.00	48870.00
13418	1806099.88	959368.50
13419	225.00	25.00
13420	64243.00	48325.00
13421	427626.00	305811.00
13422	630.00	444.00
13423	261907.00	221694.00
13424	99738.00	69076.00
13425	5397.00	3839.00
13426	1585595.00	1480929.00
13427	9429.00	6718.00
13428	1754430.00	1298608.00
13429	67432.00	61471.00
13430	21472.00	18024.00
13431	3638857.00	3347463.00
13432	379407.00	243574.00
13433	2932603.00	2072222.00
13434	3894.00	1589.00
13435	31701.00	29826.00
13436	87083.00	48530.00
13437	3489.00	209.00
13439	26302.00	15546.00
13440	4539.00	2369.00
13441	2637651.00	711678.00
13442	18301.00	13705.00
13443	1047279.06	779873.44
13444	359998.00	319273.00
13445	81253.00	57046.00
13446	1066555.00	740358.00
13447	75560.00	25917.00
13448	876184.00	821453.00
13449	207880.00	190602.00
13450	64703.00	52035.00
13451	498466.00	411670.00
13452	417.17	211.34
13453	450291.00	385967.00
13454	487906.00	337590.00
13455	20363.00	3477.00
13456	4036.00	2654.00
13457	1429815.00	1139619.00
13458	131137.00	70322.00
13459	198718.00	158184.00
13460	3125080.00	2346254.00
13461	151743.00	118120.00
13462	16745.00	2713.00
13463	65748.44	43472.25
13464	472632.72	246742.80
13465	1093746.00	766303.00
13466	268767.00	150933.00
13467	23768.00	19706.00
13468	2605178.00	1911686.00
13469	57552.00	32426.00
13470	300597.00	218831.00
13471	52797.00	44988.00
13472	39652.27	36122.36
13473	4040.00	1782.00
13474	38351.43	29329.93
13475	98636.00	71861.00
13476	5799.00	4157.00
13477	6579.00	4479.00
13478	126938.00	120959.00
13479	1719.00	837.00
13480	15956.00	2179.00
13481	13481.00	8584.00
13482	105769.00	100190.00
13483	421996.00	313692.00
13484	12293.38	7563.41
13485	18100.00	13665.00
13486	96752.00	33798.00
13487	3383425.00	2612684.00
13488	82929.00	58458.00
13489	1293436.00	969387.00
13491	28937.00	21531.00
13492	67268.00	9899.00
13493	63669.00	47168.00
13495	118508.00	72243.00
13496	404353.00	331389.00
13497	59527.00	25850.00
13498	1439493.00	1065915.00
13499	76776.00	24254.00
13500	796.00	128.00
13501	326037.03	278328.00
13502	53771.00	50140.00
13503	31290.78	22394.44
13504	579018.00	518094.00
13505	209215.00	159663.00
13506	488806.00	385887.00
13507	52190.00	7513.00
13508	10421.00	7554.00
13509	6801.00	5084.00
13510	4229.00	2767.00
13511	61368.00	52075.00
13512	206702.00	166466.00
13513	190462.00	156397.00
13514	2049.00	1043.00
13515	2228.00	976.00
13516	14821.00	11178.00
13518	99197.00	69707.00
13519	302787.00	244867.00
13521	3738998.00	2674414.00
13522	100265.00	35223.00
13523	1623218.00	1448167.00
13524	111587.00	82852.00
13525	206.00	22.00
13526	105129.38	94063.67
13527	446805.00	360500.00
13528	1797.00	771.00
13529	107957.00	34944.00
13530	935.07	489.18
13531	74192.00	11095.00
13532	21722.00	3278.00
13533	34016.00	31571.00
13534	3065.00	2174.00
13535	5988.00	340.00
13536	2544555.00	2006875.00
13537	40672.00	32545.00
13538	64129.00	21108.00
13539	275133.00	242572.00
13540	89416.00	48603.00
13541	10643.00	9593.00
13542	656200.00	576762.00
13543	25948.00	24547.00
13544	3125.00	1783.00
13545	360736.00	307101.00
13546	5438.00	331.00
13547	600674.00	411749.00
13548	301080.00	200957.00
13549	17203.00	12285.00
13550	2000.00	1291.00
13551	54804.00	40389.00
13552	3203.09	1566.53
13553	84410.00	28711.00
13555	159093.00	127804.00
13556	148927.00	108460.00
13557	303702.00	232096.00
13558	130932.00	113989.00
13559	263750.00	237793.00
13560	15088.00	13850.00
13561	35809.00	34071.00
13562	1042194.00	863501.00
13563	16578.00	13022.00
13564	1617543.00	504010.00
13565	2616.00	1719.00
13566	71604.83	50639.56
13568	31468.00	19795.00
13569	54227.00	40824.00
13570	79122.00	27758.00
13571	216910.50	184781.28
13573	19264.00	12178.00
13575	658026.69	499711.81
13576	280.65	57.02
13577	8090.00	3458.00
13578	8956.00	501.00
13579	3634368.00	2911540.00
13580	19621.00	12027.00
13581	265291.00	152250.00
13582	25860.00	3594.00
13583	186820.00	156308.00
13584	338749.00	329811.00
13585	214552.00	74880.00
13586	34045.00	23550.00
13587	2381.00	592.00
13588	82660.00	76145.00
13589	86057.00	55875.00
13590	111414.00	94817.00
13591	1682649.00	1318007.00
13592	39187.00	30964.00
13593	258845.00	177116.00
13594	29580.00	4528.00
13595	177072.00	96469.00
13596	408737.00	322133.00
13597	125579.00	111705.00
13598	237912.00	172365.00
13599	131188.00	72623.00
13600	172547.00	126164.00
13601	6748.00	806.00
13602	1663.00	1127.00
13603	2213984.00	1883231.00
13604	1818.00	880.00
13605	27638.00	15216.00
13606	372674.91	299033.88
13607	148480.00	116037.00
13608	4283.23	2696.44
13609	1663965.00	1428967.00
13610	1563.00	571.00
13611	223632.00	162705.00
13612	2360.00	1530.00
13613	3660.00	2563.00
13614	68707.00	50485.00
13615	509434.38	387833.38
13616	55640.00	40527.00
13618	97550.00	71007.00
13619	37461.12	5598.30
13621	2808.00	1829.00
13622	48723.00	8305.00
13623	164823.00	123811.00
13624	99751.00	71910.00
13625	184458.00	157114.00
13626	99237.56	53025.55
13627	12990.00	10188.00
13628	6679.00	429.00
13629	14601.00	1492.00
13630	85419.83	79272.88
13631	36270.00	23222.00
13632	103951.00	69298.00
13633	2853.00	105.00
13634	1491123.00	1388663.00
13635	1446336.25	1102222.12
13636	676928.00	486097.00
13637	1662027.00	1424284.00
13639	420741.00	322787.00
13640	5589.13	2879.38
13641	27027.81	20257.80
13642	52716.00	49772.00
13643	18169.00	11990.00
13644	92287.00	60799.00
13645	16850.00	1883.00
13647	-61471.36	614.61
13648	66478.00	62579.00
13649	3389833.00	3224200.00
13651	35508.00	11500.00
13652	31418.00	29329.00
13653	58483.00	42890.00
13654	1149.10	482.05
13656	74842.00	13678.00
13657	1647.00	481.00
13658	94234.00	90404.00
13659	563222.00	456886.00
13660	7060.00	2173.00
13662	606.00	219.00
13663	108894.00	87568.00
13665	196670.00	132561.00
13666	9038.00	4981.00
13667	76988.00	55938.00
13669	248658.00	7156.00
13670	121134.69	90901.81
13671	148813.91	106453.15
13672	972.00	505.00
13673	3069.00	1340.00
13675	110668.00	73398.00
13676	12190.00	11300.00
13677	455191.00	336872.00
13678	13049.00	9076.00
13680	222429.00	178598.00
13681	25423.00	22857.00
13682	2528641.00	719232.00
13683	88555.00	68395.00
13684	279.00	34.00
13685	22132.00	19772.00
13686	941742.00	738060.00
13687	654480.00	553615.00
13688	95026.00	15293.00
13689	3923.00	2414.00
13690	85355.00	65428.00
13692	202344.00	162794.00
13693	530807.00	354845.00
13694	72632.00	53597.00
13696	97767.00	64311.00
13697	27071.00	20463.00
13698	40218.00	29210.00
13699	179375.00	126264.00
13700	412235.00	301254.00
13701	70646.00	50912.00
13702	449566.00	345952.00
13703	4885.00	3638.00
13704	10349.00	671.00
13705	4760.00	2299.00
13707	99215.62	74702.65
13708	14699.41	14457.20
13709	10997.00	8588.00
13710	6756.00	5127.00
13711	175531.00	127013.00
13712	2215003.00	1803756.00
13713	35194.00	32399.00
13714	48834.00	39479.00
13715	389462.00	291950.00
13716	199784.00	160536.00
13717	10819.00	1466.00
13718	7307.00	5841.00
13719	510424.00	412057.00
13720	688200.00	669745.00
13721	7789.00	4713.00
13722	147965.00	22442.00
13723	15713.00	2478.00
13724	10317.00	9714.00
13725	1923.00	759.00
13726	202722.00	132595.00
13727	89009.00	58961.00
13729	5666.00	1729.00
13730	65193.00	42280.00
13731	2890.00	1621.00
13732	543.00	38.00
13733	329073.00	241702.00
13734	18883.11	10072.27
13735	10700.00	8229.00
13736	10601.00	627.00
13738	1253424.00	425463.00
13739	294.00	43.00
13740	667.00	179.00
13741	728393.25	496724.09
13742	16101.00	11143.00
13744	20195.00	2477.00
13745	1125029.00	818712.00
13746	140730.00	108379.00
13747	356237.00	221973.00
13748	2031.00	1422.00
13749	1457983.00	738171.00
13751	4858.00	2865.00
13752	125455.00	67915.00
13753	13688.00	9214.00
13754	2293.00	1277.00
13755	3250.00	2130.00
13756	73213.00	24693.00
13757	5651.00	3983.00
13758	3746334.00	2845521.00
13759	28665.00	2222.00
13760	153302.00	53036.00
13761	137.00	9.00
13764	1086.00	294.00
13765	12893.00	9286.00
13766	11709.00	1579.00
13767	5278.00	2621.00
13768	14615.00	14133.00
13769	19282.00	14490.00
13770	21487.00	17747.00
13771	8905.00	6561.00
13772	2803344.00	2086266.00
13773	164224.00	139027.00
13774	17886.00	16562.00
13776	30310.53	28072.35
13777	3512824.00	1934587.00
13778	12659.00	6075.00
13780	1862507.50	1064008.12
13781	77213.00	72795.00
13782	156857.00	120919.00
13783	56138.00	18205.00
13784	66111.00	47145.00
13785	680219.00	576374.00
13786	59728.00	20666.00
13787	61626.00	34973.00
13788	19595.23	6747.36
13789	6208.00	794.00
13790	69806.00	50285.00
13791	3532678.00	2233259.00
13792	500.00	27.00
13793	64005.00	54630.00
13794	896807.00	651174.00
13795	130272.00	90055.00
13796	1203231.00	880524.00
13797	12101.00	8754.00
13798	202000.00	187268.00
13799	37463.00	28789.00
13800	65347.00	35814.00
13801	1212.00	102.00
13802	88097.00	70787.00
13804	35984.00	33317.00
13805	27159.00	8647.00
13806	460069.00	290035.00
13807	836.00	181.00
13808	7619.00	425.00
13809	93250.00	62040.00
13810	664535.00	488231.00
13811	21299.00	13787.00
13813	19271.01	17431.07
13814	23595.00	5309.00
13815	5938.00	4509.00
13817	127678.00	18488.00
13818	10659.04	9754.67
13820	4015.00	477.00
13821	91974.00	64432.00
13822	586970.25	476183.09
13823	112634.00	90654.00
13824	23753.36	11752.35
13825	2381189.00	1997437.00
13826	433024.00	336561.00
13827	77803.00	55414.00
13828	681598.00	473171.00
13829	66511.00	47716.00
13830	5350.00	323.00
13831	114884.00	85833.00
13832	334053.38	281193.62
13833	18743.00	2473.00
13834	18120.00	17260.00
13835	300296.00	220228.00
13836	44831.00	35700.00
13837	107449.00	5883.00
13838	165022.00	123538.00
13839	38696.00	28033.00
13840	14764.00	2285.00
13841	275497.00	155299.00
13842	459353.00	340331.00
13843	73013.00	39106.00
13844	63498.00	59734.00
13845	174163.00	169687.00
13846	1236.00	166.00
13847	77650.00	75325.00
13848	78856.00	43342.00
13849	36435.00	29452.00
13850	717866.00	605293.00
13851	114579.00	36166.00
13852	25088.00	3690.00
13853	767451.00	723549.00
13854	1991591.00	1315786.00
13856	89648.00	51862.00
13857	86793.00	73744.00
13858	1283976.00	922318.00
13859	631736.44	476039.50
13860	5049.00	274.00
13862	157230.86	112770.81
13863	434095.00	355232.00
13865	909.00	281.00
13866	77165.00	14807.00
13867	133437.00	85768.00
13868	2322.00	1774.00
13869	17962.00	15875.00
13871	360983.94	70117.48
13872	7193.00	469.00
13873	69654.00	48966.00
13874	25647.00	21815.00
13875	954424.00	681523.00
13876	1047024.00	778488.00
13877	26448.00	23416.00
13878	554440.12	449068.59
13879	616503.00	423522.00
13880	2007.00	961.00
13881	7379.00	5436.00
13882	1163959.00	1036071.00
13883	32878.00	5571.00
13884	2050400.38	1625301.75
13885	12272.00	8892.00
13886	137274.00	107661.00
13887	12835.00	5135.00
13888	397837.00	215423.00
13890	107362.00	71444.00
13891	6541.00	4270.00
13892	6578.00	4976.00
13893	3056.00	2009.00
13894	11389.00	3849.00
13895	3464028.00	2708109.00
13896	60889.00	8365.00
13897	32183.00	4294.00
13898	6172.00	5551.00
13899	7679.05	1073.79
13900	66082.00	52273.00
13901	477695.00	38811.00
13902	12326.00	8094.00
13903	418470.00	341647.00
13904	34654.00	18011.00
13905	3442.00	2527.00
13906	1088.00	410.00
13907	203162.00	147434.00
13908	11797.64	10774.74
13910	27739.00	2067.00
13911	10983.00	1426.00
13912	34616.00	4675.00
13913	16305.00	11078.00
13915	45466.00	44078.00
13916	117549.00	88832.00
13917	112680.00	98170.00
13918	68078.00	50164.00
13920	48738.00	44040.00
13921	136705.00	73758.00
13922	12958.00	6995.00
13923	4661.15	3552.52
13924	124445.00	88193.00
13925	10142.00	5608.00
13926	224801.00	139110.00
13927	14026.00	4433.00
13928	441240.00	340531.00
13929	100179.00	83567.00
13930	16400.00	2487.00
13931	233093.00	213340.00
13932	1275936.88	930409.00
13933	17553.00	1867.00
13934	629854.00	491035.00
13935	220626.00	205099.00
13936	1456978.00	1218624.00
13937	643378.00	437181.00
13938	731.26	323.48
13939	752834.00	254208.00
13940	5493.00	4196.00
13941	23746.00	5003.00
13942	2038.00	1383.00
13944	93441.00	62639.00
13945	3569.14	514.92
13946	130102.00	100209.00
13947	18174.00	1825.00
13948	168227.00	142850.00
13949	587397.00	494982.00
13950	85976.00	29038.00
13951	182948.00	172506.00
13952	834318.00	600420.00
13953	1749.00	884.00
13954	8803.00	5304.00
13955	30847.00	23390.00
13956	54060.00	39330.00
13957	108327.00	80778.00
13959	1612945.00	440193.00
13960	6413.00	2810.00
13961	5263.00	325.00
13962	102021.00	72594.00
13964	106235.00	6597.00
13965	62483.00	39410.00
13966	93180.00	71059.00
13967	103805.00	6031.00
13968	44475.00	38391.00
13969	80057.00	57932.00
13970	180599.00	137935.00
13971	625377.00	496553.00
13972	17698.00	7000.00
13973	96073.00	70614.00
13974	5925.00	4670.00
13975	2697496.00	2448708.00
13977	370702.91	318201.16
13978	392161.00	270769.00
13979	523004.00	442404.00
13980	712468.00	491167.00
13981	3846.00	167.00
13982	96592.00	50423.00
13983	290643.00	283604.00
13984	38080.83	24386.10
13985	15323.37	12233.70
13986	2045.78	721.90
13987	15317.00	2104.00
13988	119900.00	97437.00
13990	4530.00	3440.00
13991	492889.00	469938.00
13992	20869.00	3084.00
13993	2878.00	1888.00
13994	1485148.00	390574.00
13995	61257.00	22314.00
13996	2255.00	1465.00
13997	7794.00	6684.00
13999	1662029.00	1179022.00
14000	87186.00	73772.00
14001	9051.00	8460.00
14002	133166.00	99077.00
14003	32252.00	18548.00
14004	873.00	41.00
14005	643.00	214.00
14006	62906.00	21046.00
14007	65017.00	42857.00
14008	14171.00	5746.00
14009	5420.00	3978.00
14010	294730.00	252556.00
14011	31767.00	21044.00
14012	150704.00	118420.00
14013	982832.00	744047.00
14014	76994.00	53787.00
14016	84790.00	68058.00
14017	24930.00	18721.00
14018	842724.00	694194.00
14019	15299.00	8536.00
14020	1413682.00	1180419.00
14021	93727.00	68506.00
14022	340906.00	197053.00
14023	16113.00	2553.00
14024	395927.00	64331.00
14025	4634.00	2595.00
14027	64645.00	49206.00
14028	96189.11	75130.59
14029	30443.00	21237.00
14030	120887.00	89276.00
14031	3448.00	1896.00
14033	710168.00	528635.00
14034	30446.00	28366.00
14035	1071382.00	613663.00
14036	44770.00	41498.00
14037	40901.00	40036.00
14038	47340.00	6513.00
14039	6695.00	6230.00
14040	1981122.00	1388725.00
14041	15640.00	11802.00
14042	45077.00	39174.00
14043	304249.00	200797.00
14044	4102.00	3224.00
14045	49546.00	39015.00
14046	246245.00	190603.00
14047	3329.00	703.00
14048	396464.00	284468.00
14049	3476136.25	1844383.12
14050	626735.00	598303.00
14051	1670.00	522.00
14052	1058237.00	811026.00
14053	84606.00	30676.00
14054	6929.00	2783.00
14055	3259.00	1579.00
14056	80876.00	56643.00
14057	219365.00	125784.00
14058	586905.00	439613.00
14059	1000128.00	568111.00
14061	46359.00	15382.00
14062	88626.00	57575.00
14063	51403.00	36846.00
14064	8164.00	6332.00
14065	37061.00	31136.00
14066	73569.00	71072.00
14067	79134.00	64704.00
14068	134225.00	74471.00
14069	-10349.52	216.70
14070	87785.00	61932.00
14071	604763.00	420002.00
14072	353330.00	197605.00
14073	1357993.00	910803.00
14074	87402.29	65011.06
14075	89486.00	58703.00
14076	8644.00	1000.00
14077	34163.00	30886.00
14078	127073.00	42607.00
14079	2785.00	850.00
14080	477463.00	383892.00
14081	231811.00	186467.00
14082	21936.00	19860.00
14083	1799536.00	1353998.38
14084	126777.00	104035.00
14085	3487680.00	2251293.00
14086	21088.00	3002.00
14087	108894.00	92804.00
14088	16263.00	5456.00
14089	42040.50	29653.80
14090	1772260.00	1588511.00
14091	14062.00	12169.00
14092	16382.00	2182.00
14093	96024.00	77074.00
14094	-127109.41	17.76
14095	21132.00	15687.00
14096	2135347.00	1415866.00
14097	2952.00	2274.00
14098	2435208.00	2056299.00
14099	478508.00	253248.00
14100	64354.00	35486.00
14101	4542.00	3294.00
14102	11737.00	8580.00
14103	9205.00	695.00
14104	7591.00	374.00
14105	-245163.73	458.28
14106	128.00	8.00
14107	3894253.00	3353578.00
14109	103895.00	67762.00
14110	11989.00	8920.00
14112	2615094.00	2291367.00
14114	192464.00	150593.00
14115	61792.00	23638.00
14116	166718.00	128352.00
14117	1202702.00	861459.00
14118	3322637.00	2554275.00
14119	5376.00	3764.00
14120	4409.00	3326.00
14121	410813.00	77443.00
14123	60625.00	57737.00
14124	1791.00	662.00
14125	91595.07	61337.13
14126	787.65	376.40
14127	144282.00	51803.00
14128	78436.01	43532.55
14129	48008.00	34867.00
14130	504861.00	416440.00
14131	2880937.00	1100280.00
14132	1063669.00	876411.00
14133	1042141.00	724451.00
14135	6592.00	2072.00
14136	2002.00	551.00
14137	1305375.00	964582.00
14138	183208.00	147815.00
14139	197916.00	183193.00
14140	680786.00	559446.00
14141	11578.00	7056.00
14143	1681.00	883.00
14144	69027.00	67797.00
14145	2496211.00	1871377.00
14146	440364.00	328329.00
14147	1877762.00	1448444.00
14148	6624.00	5013.00
14149	2295340.00	1914906.00
14150	73100.00	47562.00
14151	272241.00	229295.00
14152	42167.00	24345.00
14153	64775.00	42474.00
14154	70803.00	50385.00
14155	2747.00	997.00
14156	6567.00	2727.00
14158	8952.00	5647.00
14159	246208.00	167778.00
14160	10107.00	5917.00
14161	40261.00	37728.00
14162	39508.00	26924.00
14163	183260.00	173203.00
14164	29747.02	4697.10
14165	94303.00	62128.00
14166	60719.00	59483.00
14167	14862.00	13424.00
14169	563.17	154.77
14170	133040.00	76102.00
14171	63674.00	49093.00
14173	129184.19	92413.35
14174	119609.00	69180.00
14175	2444696.00	134577.00
14176	8420.00	5430.00
14177	139440.00	106047.00
14178	30188.00	22638.00
14179	36367.00	23457.00
14180	61849.00	45231.00
14181	154422.00	102985.00
14183	305389.00	55199.00
14184	1460997.62	1136438.50
14185	387469.00	289400.00
14186	69139.00	47766.00
14187	23403.00	14644.00
14188	12709.00	10019.00
14189	9181.39	6530.10
14191	3865.00	2035.00
14193	26359.00	23682.00
14194	3565737.00	2888118.00
14195	1127235.00	999485.00
14196	61090.00	14302.00
14197	168356.00	131020.00
14198	9717.08	4140.76
14199	22686.00	1279.00
14200	147249.00	124752.00
14201	1243022.00	876005.00
14202	15792.00	9177.00
14203	76107.00	49693.00
14204	2250.79	1211.42
14205	1702.00	631.00
14206	88991.00	51021.00
14207	5639.23	4017.68
14208	105.00	7.00
14209	123511.00	93431.00
14210	52531.00	41033.00
14211	143685.00	143421.00
14212	8605.00	4964.00
14213	10852.00	8998.00
14214	1872.00	1197.00
14215	132643.00	92319.00
14216	146256.00	104629.00
14217	94326.00	68193.00
14218	481979.00	345224.00
14219	342126.00	333294.00
14220	2181904.00	1500903.00
14221	4357.00	263.00
14222	627038.00	507749.00
14223	1783.00	1013.00
14224	628087.00	481332.00
14225	1552.00	781.00
14226	15382.00	11768.00
14227	126038.19	20001.00
14228	738.00	76.00
14229	215045.00	178884.00
14230	3259960.00	2640840.00
14232	8989.00	1301.00
14233	1467449.00	1202906.00
14234	2653482.00	2556169.00
14235	96814.00	88844.00
14236	101881.00	16743.00
14237	606489.00	516260.00
14239	1110744.00	595152.00
14240	150542.00	110599.00
14241	94790.00	61850.00
14243	39919.00	28909.00
14245	12839.00	1073.00
14246	118084.38	104691.62
14247	193444.45	156540.48
14248	33103.00	26298.00
14249	63013.00	50696.00
14252	6554.00	2945.00
14253	252448.00	184908.00
14254	5287.00	3644.00
14255	4794.19	767.28
14256	13286.00	8845.00
14257	16523.00	957.00
14258	17663.00	13248.00
14259	105771.00	6861.00
14260	1071703.00	360275.00
14261	409.00	101.00
14262	280157.50	203787.98
14263	83281.00	46292.00
14265	3326597.00	2535357.00
14266	3094.36	1708.15
14269	56689.00	47982.00
14270	475285.00	380153.00
14271	12089.00	7810.00
14273	27722.55	25557.85
14274	312841.09	227802.55
14275	912104.00	722443.00
14276	45599.00	40385.00
14277	41139.00	17128.00
14279	1282358.00	911185.00
14280	17477.00	9255.00
14281	595719.00	424530.00
14282	57923.00	19600.00
14283	209281.00	195901.00
14284	4174.00	3010.00
14285	11915.00	8544.00
14287	2553.00	1219.00
14288	23705.00	16482.00
14289	722568.00	513830.00
14290	4606.00	2466.00
14291	235619.00	38411.00
14292	1291836.00	747316.00
14293	17949.00	13315.00
14294	22983.00	7865.00
14295	15974.00	2163.00
14296	234793.00	219597.00
14297	2552.00	1294.00
14298	45346.00	39776.00
14299	88843.00	29971.00
14300	19705.00	18246.00
14301	1668470.00	1172217.00
14302	1678512.00	1443437.00
14303	62917.00	41522.00
14304	6150.00	2801.00
14305	58433.00	18208.00
14306	656892.00	387858.00
14308	120816.00	85954.00
14309	81644.00	69017.00
14310	33840.00	26380.00
14311	121983.00	98271.00
14312	62116.00	45159.00
14313	912.00	707.00
14314	4900.00	3919.00
14315	172083.00	159840.00
14316	122088.00	103993.00
14317	2736778.00	2238610.00
14318	56661.00	46559.00
14319	165947.00	61624.00
14320	10917.00	8593.00
14321	314849.00	205677.00
14322	24232.97	5379.06
14323	121203.00	103257.00
14324	1083355.12	904243.69
14325	314790.00	267409.00
14326	1039748.00	889650.00
14327	38860.00	2582.00
14328	3462.00	2003.00
14329	47711.00	40748.00
14331	33489.00	2110.00
14333	96765.00	65457.00
14334	329616.00	261716.00
14335	6447.00	3035.00
14336	1915070.00	1212146.00
14337	38220.69	13175.34
14338	2973.00	1801.00
14339	786.00	266.00
14340	563963.00	36444.00
14341	176266.00	114690.00
14342	2351.00	1484.00
14343	2952191.00	2412329.00
14344	984336.00	736345.00
14345	15756.60	8595.51
14346	3361.00	2822.00
14347	2598070.00	1789156.00
14348	2201.00	720.00
14349	74765.00	41677.00
14350	1058398.00	760369.00
14351	14599.00	10354.00
14352	2321092.00	1895333.00
14353	15051.91	2521.16
14354	1095.75	563.22
14355	910987.00	762885.00
14356	311466.00	207501.00
14357	28647.00	25802.00
14361	109178.00	83924.00
14362	16725.00	12209.00
14363	74442.00	55741.00
14364	1561.60	862.76
14365	4028.00	2749.00
14366	84049.00	67213.00
14367	145335.00	94899.00
14368	9449.00	6296.00
14369	69326.00	58201.00
14371	630.00	190.00
14372	2926839.00	2679081.00
14373	70030.00	49836.00
14374	194973.00	191853.00
14375	166034.00	130951.00
14376	44811.00	31279.00
14377	322624.00	227410.00
14378	2081.00	118.00
14379	152.00	14.00
14380	174201.00	113677.00
14381	485478.00	340157.00
14383	40680.00	28658.00
14384	563119.00	496503.00
14385	106663.00	84601.00
14386	-65573.18	38.14
14387	87138.00	13425.00
14388	487672.00	349932.00
14389	7774.00	5639.00
14390	88749.00	65033.00
14391	1255.00	221.00
14393	840378.00	571316.00
14394	41527.00	33404.00
14395	2426.00	966.00
14396	69119.00	38543.00
14397	9309.00	6159.00
14398	420214.00	302318.00
14399	25449.00	6149.00
14400	1190361.00	875305.00
14401	65077.83	46833.30
14402	5695.00	310.00
14403	7256.00	3837.00
14404	12000.00	8615.00
14405	10751.00	7208.00
14406	74348.00	56899.00
14407	336234.00	222896.00
14408	618276.00	467756.00
14409	55580.00	40896.00
14411	49646.00	46099.00
14412	6496.00	4135.00
14413	834818.69	608988.75
14414	98402.00	65551.00
14415	88687.00	75812.00
14417	173171.00	123503.00
14418	253537.00	191349.00
14419	17627.00	2502.00
