id	NY AGI of All Returns	Taxable Income of All Returns
4249	123298.00	99510.00
4250	2467.00	1696.00
4251	44451.00	41524.00
4252	143607.00	109001.00
4253	17160.00	2753.00
4254	58281.00	49753.00
4255	2219.00	1553.00
4256	9046.00	5844.00
4257	311004.00	260399.00
4258	1536604.00	844122.00
4259	309035.00	174548.00
4260	5218.00	2338.00
4261	546912.00	33297.00
4262	2046.00	1102.00
4263	199698.00	187194.00
4264	8276.00	3321.00
4265	462666.00	297841.00
4266	19527.00	1999.00
4267	3834912.00	3175168.00
4268	42987.00	38421.00
4269	224905.00	150651.00
4270	392076.00	301750.00
4271	5215.00	3978.00
4272	392253.00	272716.00
4274	7534.00	5115.00
4275	224835.00	180113.00
4276	1699.02	822.44
4277	579964.00	400534.00
4278	2589.47	1650.63
4279	829833.00	687055.00
4281	5080.00	3741.00
4282	104994.85	67232.10
4283	375031.00	282901.00
4284	68068.00	55541.00
4285	112935.00	85103.00
4286	248950.00	208069.00
4287	2181.00	1503.00
4288	92357.76	67859.06
4289	1053238.00	784564.00
4290	1021.00	740.00
4291	86742.00	70074.00
4292	157162.00	86212.00
4293	16313.00	12225.00
4294	233780.00	85648.00
4297	223156.00	127373.00
4298	1193436.00	1088872.00
4299	66100.00	21843.00
4300	2581.00	1815.00
4301	91651.00	67137.00
4302	19687.10	8905.62
4303	547154.00	531394.00
4304	696.54	249.80
4305	1655799.00	1393167.00
4306	9202.00	7028.00
4307	130635.00	91786.00
4308	505.00	25.00
4309	99405.00	90980.00
4310	66911.00	44844.00
4311	2754789.00	2165997.00
4312	12027.77	7751.83
4314	7850.00	5259.00
4315	11436.00	6857.00
4316	1180.13	357.74
4317	15780.80	10734.50
4318	3118.00	2203.00
4319	784193.00	575658.00
4320	415268.00	315766.00
4321	99540.00	76987.00
4322	314996.00	120011.00
4323	67244.00	44044.00
4324	542855.00	509493.00
4325	12724.00	9565.00
4327	32634.85	25041.28
4328	2302.00	712.00
4330	53601.00	44317.00
4331	225899.00	127577.00
4332	6343.00	353.00
4333	14993.00	11056.00
4334	507403.00	353147.00
4335	16914.00	12821.00
4336	170436.00	125084.00
4337	491415.00	256258.00
4338	58719.00	20635.00
4339	4184.00	3802.00
4340	3113765.00	2616862.00
4341	82213.00	53981.00
4342	37573.00	23905.00
4343	2.00	0.00
4344	5830.00	3659.00
4345	205253.00	191807.00
4346	237360.00	84934.00
4347	81536.00	77063.00
4348	5670.00	303.00
4349	115847.00	70735.00
4350	139901.00	78106.00
4351	100264.00	70748.00
4352	99198.00	83893.00
4355	1045479.00	776393.00
4357	31825.00	4987.00
4358	1019.00	330.00
4359	1318.00	75.00
4360	16084.00	15730.00
4361	430.00	61.00
4362	11933.00	8375.00
4363	115047.00	63919.00
4364	57714.00	54868.00
4365	104072.00	58068.00
4366	1870624.00	1435256.00
4367	71805.00	47954.00
4368	1537108.00	1352198.00
4369	39989.00	14493.00
4370	373617.00	240435.00
4371	99046.00	65206.00
4372	4373.00	3169.00
4374	2229569.00	1768847.00
4375	5592.86	5173.22
4376	3374387.00	2597156.00
4377	2155.00	1554.00
4378	105766.00	6231.00
4379	3394.00	1960.00
4380	539534.00	460200.00
4382	918801.00	645766.00
4383	170604.45	113010.82
4384	55649.00	31678.00
4385	496505.00	399686.00
4386	195989.00	110568.00
4387	23871.00	3743.00
4388	63336.00	34535.00
4389	2322308.00	117725.00
4390	11081.42	1528.38
4391	28011.00	18140.00
4392	1358910.62	489017.12
4393	1099616.00	1071405.00
4395	10004.00	6730.00
4396	77966.00	29331.00
4397	234644.00	184790.00
4398	25369.00	19426.00
4399	168.00	16.00
4400	9616.00	6585.00
4401	64264.00	42581.00
4402	1560411.00	1145934.00
4404	2801.00	1641.00
4406	9254.00	581.00
4407	119227.00	78734.00
4408	337102.00	196987.00
4409	560.00	164.00
4410	139360.00	108639.00
4411	54266.67	38743.68
4412	91904.00	76184.00
4413	71255.00	50284.00
4414	366136.00	312392.00
4416	12121.00	1795.00
4417	1187451.00	659379.00
4418	47388.00	34866.00
4419	2985701.00	2328567.00
4421	1118684.00	810103.00
4422	368862.00	63749.00
4423	7101.00	5054.00
4424	2675912.00	2259956.00
4425	6069.00	5706.00
4426	1555980.00	1199775.00
4427	3362409.00	2740479.00
4428	3889613.00	2956548.00
4429	7088.00	6479.00
4430	-268.15	1.04
4431	91952.00	50377.00
4432	15776.00	14673.00
4433	6042.00	303.00
4434	146827.00	118359.00
4435	3830.00	2196.00
4436	82843.00	30327.00
4437	187207.00	144560.00
4438	48269.00	44990.00
4439	784000.00	580950.00
4440	88556.00	86692.00
4441	63121.00	34562.00
4442	4257.00	3253.00
4443	23994.00	16096.00
4444	159462.00	122933.00
4445	34388.00	27824.00
4446	36554.00	23452.00
4447	15579.00	10743.00
4448	87732.00	30595.00
4449	27584.00	21381.00
4450	40735.00	30472.00
4451	1292728.00	1141007.00
4452	153396.00	111809.00
4453	312386.00	250618.00
4454	146332.00	123728.00
4455	42572.00	3116.00
4456	53563.00	18662.00
4457	4322.00	2677.00
4458	1209.00	488.00
4459	3412.00	2435.00
4460	247625.00	8582.00
4461	85569.00	69192.00
4462	465168.91	321718.16
4463	57960.00	47527.00
4464	110139.00	70325.00
4465	86725.00	75548.00
4466	1094963.00	829004.00
4467	15721.00	11299.00
4468	4690.00	2579.00
4469	55824.00	47028.00
4470	175.00	13.00
4471	108312.00	59108.00
4473	759406.00	693054.00
4474	1554778.00	1110657.00
4475	89827.00	63731.00
4476	646619.00	378582.00
4477	450765.00	331894.00
4478	2844.00	1630.00
4479	18023.00	14156.00
4480	13955.00	595.00
4481	985200.00	740022.00
4482	26168.00	4285.00
4483	10846.00	7422.00
4484	426542.00	80375.00
4485	14004.00	6630.00
4486	89115.00	68279.00
4488	65988.37	51941.68
4489	763173.00	471174.00
4490	138548.00	102668.00
4491	1259450.00	729951.00
4492	88886.00	69492.00
4493	143274.45	52997.63
4494	268935.00	190487.00
4495	248778.61	238719.67
4497	344031.00	230204.00
4498	153425.00	112165.00
4499	216085.20	152639.91
4500	3788.00	2619.00
4501	189137.00	156769.00
4502	353737.00	197855.00
4503	2657.00	768.00
4504	35699.00	26954.00
4505	94365.00	75733.00
4506	113379.00	80595.00
4507	48159.00	16986.00
4508	45821.00	34498.00
4509	64962.00	22659.00
4510	634558.00	473037.00
4511	63281.00	43782.00
4512	15429.00	2194.00
4513	25581.00	4095.00
4514	183204.00	177763.00
4515	2235681.00	1463961.00
4516	47905.00	35556.00
4517	36420.01	35648.65
4518	2287.00	1623.00
4519	985336.00	788214.00
4520	78585.00	12479.00
4522	38718.00	36091.00
4523	116450.00	111885.00
4524	90938.00	79091.00
4525	4690.00	3006.00
4526	261975.00	244429.00
4527	2542127.00	1737870.00
4528	96321.91	63926.58
4529	330608.00	106390.00
4530	375653.00	281604.00
4531	153768.00	52390.00
4532	862283.00	710814.00
4534	135395.19	83956.71
4535	56440.00	12040.00
4536	6472.78	3076.42
4537	2373365.25	2101922.50
4538	89484.00	68553.00
4539	239367.00	133196.00
4540	2152492.00	2024108.00
4541	77462.00	66579.00
4542	433644.00	337215.00
4543	66626.73	49949.93
4544	186930.00	174886.00
4545	197779.00	133742.00
4546	496637.09	353275.34
4547	912618.00	803092.00
4548	86617.00	66205.00
4549	2557252.00	771030.00
4550	1326.00	550.00
4551	1126006.00	390157.00
4552	8543.00	5572.00
4553	3388.00	129.00
4554	111071.00	37517.00
4555	496242.28	41128.38
4556	1949591.00	1397324.00
4557	19042.00	1079.00
4558	131386.00	78932.00
4559	68407.43	63333.63
4560	239212.00	174610.00
4561	41498.00	36953.00
4562	67149.00	25419.00
4563	2415.11	913.07
4564	466288.00	376360.00
4565	91054.00	84209.00
4567	6154.00	4548.00
4568	80612.00	57997.00
4569	326581.00	263072.00
4570	271103.00	201412.00
4571	3220.00	2101.00
4572	86050.00	70806.00
4573	33186.00	4176.00
4574	142516.00	109557.00
4576	28925.00	27525.00
4577	109044.64	62466.49
4578	380023.00	299400.00
4580	959290.00	694575.00
4581	2815.00	184.00
4582	4508.00	1636.00
4583	18516.00	9680.00
4584	13963.00	8371.00
4585	5315.00	1673.00
4586	2211274.00	1604760.00
4587	8082.00	5507.00
4588	171563.00	110354.00
4589	39415.00	38316.00
4590	54920.00	7793.00
4591	20811.00	11901.00
4592	25909.00	19285.00
4593	51044.00	31814.00
4594	113497.00	91050.00
4595	81657.00	64143.00
4596	21068.00	15225.00
4597	2470.00	1364.00
4598	434367.00	337971.00
4600	1279923.00	886397.00
4601	804.87	361.89
4602	199810.00	185122.00
4603	429815.00	278312.00
4604	39825.00	27500.00
4605	302941.00	255581.00
4606	12883.00	11472.00
4607	452619.00	309340.00
4608	95.00	6.00
4609	238579.00	132631.00
4610	678462.00	489279.00
4611	11476.00	9384.00
4612	85234.00	47906.00
4613	5971.00	4425.00
4614	58972.00	31018.00
4615	1946125.00	1589449.00
4616	2194348.00	1798447.00
4617	18782.12	13441.13
4619	34185.00	28545.00
4620	1048829.00	791095.00
4621	25652.00	24867.00
4622	5246.00	3232.00
4623	265044.00	192040.00
4624	95946.00	66524.00
4625	93939.00	68261.00
4627	679579.00	457624.00
4628	103802.00	81816.00
4629	316642.00	232049.00
4630	1329404.00	1218287.00
4631	224340.02	183368.03
4632	95704.00	16096.00
4633	1850.00	617.00
4634	194978.00	193035.00
4635	124732.00	84067.00
4636	435452.00	294162.00
4638	8415.00	1079.00
4639	10703.00	6841.00
4640	240321.00	85803.00
4641	190182.94	148251.41
4642	1022418.00	744913.00
4644	51590.00	38585.00
4646	367160.00	259864.00
4647	93794.00	75567.00
4648	8634.00	4843.00
4649	812745.00	71162.00
4650	6380.00	2910.00
4651	1393402.00	1012759.00
4652	130154.00	77357.00
4653	109335.00	84200.00
4654	4799.00	3864.00
4655	219959.58	169260.94
4656	2627.00	1877.00
4657	49727.00	38315.00
4658	7710.00	5738.00
4661	808352.00	670481.00
4663	92550.00	75847.00
4664	41439.00	29997.00
4665	78062.00	59913.00
4666	17630.11	2976.94
4667	1000348.00	526564.00
4668	1228574.00	1001135.00
4669	75758.00	56279.00
4671	8434.00	4318.00
4672	180543.00	146384.00
4673	1351075.00	940189.00
4674	879573.00	700241.00
4675	54862.00	53086.00
4676	446711.00	387816.00
4677	164140.00	155509.00
4678	6412.00	765.00
4679	2575.00	1312.00
4680	315988.00	228480.00
4681	3084391.00	2488091.00
4682	63219.00	34843.00
4683	65435.00	42533.00
4684	8706.00	4932.00
4685	65874.00	48280.00
4687	6120.00	4047.00
4688	1258692.00	1129361.00
4689	15454.00	12097.00
4690	174124.00	128569.00
4691	601677.00	478729.00
4692	156935.00	54232.00
4693	100208.00	71375.00
4694	14731.00	10205.00
4695	8825.00	6628.00
4696	80184.00	56743.00
4698	3741379.75	3084636.75
4699	34516.00	11539.00
4700	1181099.00	933137.00
4701	46301.45	41700.30
4702	100418.00	73596.00
4703	57504.00	43719.00
4704	31201.00	27787.00
4705	5099.00	3571.00
4706	2099.00	1363.00
4707	2329.00	1472.00
4708	38116.61	13496.25
4709	305814.00	54386.00
4710	73293.00	54210.00
4712	48717.00	15014.00
4713	8061.00	4993.00
4714	62386.00	21473.00
4715	13614.00	7425.00
4716	122382.00	86533.00
4717	93130.00	73814.00
4718	5677.00	1964.00
4719	6903.00	3763.00
4720	1799181.75	1108645.88
4721	20811.00	20295.00
4722	146553.00	85518.00
4723	685.87	285.17
4724	537011.00	439050.00
4725	127672.00	93386.00
4726	79382.00	12536.00
4727	542607.00	517042.00
4729	2442934.00	1819715.00
4730	23875.00	3068.00
4732	6335.00	4089.00
4733	2572.00	1905.00
4734	120756.00	63492.00
4735	242191.00	236490.00
4736	89730.99	70321.73
4738	36906.00	26641.00
4739	76086.00	49384.00
4740	159847.00	87706.00
4741	67792.00	48037.00
4742	1675.00	547.00
4743	26450.00	22604.00
4744	74762.00	64446.00
4745	94360.77	72963.31
4746	2936566.00	2205687.00
4747	5682.00	3634.00
4749	94209.00	61822.00
4750	24896.00	21192.00
4751	1434187.00	1195511.00
4752	2078564.00	1563998.00
4753	254623.00	193469.00
4754	8190.00	3903.00
4755	161809.00	137042.00
4756	53379.00	43836.00
4757	1347130.00	982219.00
4759	23073.00	16369.00
4760	35672.30	24893.31
4761	1079378.00	811281.00
4762	4766.00	2395.00
4763	2896950.00	2437539.00
4764	2724.00	1581.00
4765	6861.00	304.00
4766	8557.00	6383.00
4767	164164.00	128903.00
4768	92623.00	30789.00
4769	73946.00	52525.00
4770	5672.00	2717.00
4771	96865.00	77491.00
4772	36110.00	28337.00
4773	7464.36	2086.26
4774	18192.00	13289.00
4775	86768.09	70202.75
4776	49553.61	30952.21
4777	16085.00	12628.00
4778	93762.00	61505.00
4779	1892.00	799.00
4780	155994.00	125026.00
4782	1365575.00	1283607.00
4783	4206.00	2216.00
4784	12135.00	6659.00
4785	664.00	90.00
4786	2966.00	1812.00
4787	42557.00	32318.00
4788	418258.00	344415.00
4789	1220752.00	701843.00
4790	73051.00	51705.00
4791	184986.00	12858.00
4792	485.00	124.00
4793	326875.00	265377.00
4794	177445.00	163195.00
4795	109908.00	70472.00
4796	85840.00	68557.00
4797	122648.00	116113.00
4798	670147.00	590435.00
4799	480.00	92.00
4800	4655.00	1472.00
4801	67625.00	50713.00
4802	60700.00	44591.00
4803	116261.00	77277.00
4804	15208.00	10364.00
4805	59726.00	43645.00
4806	247676.00	198456.00
4807	3610.00	1897.00
4808	6453.00	3532.00
4809	43414.00	41042.00
4810	3172.00	2043.00
4811	1801417.00	1660351.00
4812	2017222.00	1082683.00
4813	62171.00	52571.00
4815	34944.00	28605.00
4816	48201.00	41881.00
4817	7964.00	5623.00
4818	5577.00	4025.00
4819	423888.00	368369.00
4820	133782.00	95648.00
4821	48115.00	7633.00
4822	124803.00	83626.00
4823	21569.00	16660.00
4824	1135344.00	956082.75
4825	349090.00	196817.00
4826	91746.00	60121.00
4829	1059083.25	887016.12
4830	3057668.00	2379278.00
4831	2140726.00	1658284.00
4832	10130.00	636.00
4833	4446.00	3401.00
4834	105369.00	78470.00
4835	275673.00	195558.00
4836	55267.00	43228.00
4837	184660.00	99828.00
4838	12811.00	11267.00
4839	11490.00	10635.00
4840	1123302.00	1000424.00
4841	18667.00	2797.00
4842	88678.00	13593.00
4843	1104892.00	743943.00
4844	641.00	75.00
4845	2505522.00	1914421.00
4846	296335.00	247854.00
4847	1293954.00	449842.00
4848	1702578.00	1446147.00
4849	769.00	169.00
4850	58166.00	33070.00
4851	213265.00	198205.00
4852	56737.00	18691.00
4853	170982.00	121707.00
4854	641426.00	513567.00
4855	613104.00	462854.00
4856	191237.00	123820.00
4857	27771.00	8984.00
4858	11285.00	8520.00
4859	177416.00	96261.00
4860	322769.00	54388.00
4861	3501.00	140.00
4862	2848653.00	2415045.00
4863	17556.00	10272.00
4864	17794.00	15968.00
4865	7159.00	4767.00
4867	5921.00	317.00
4868	34934.00	23842.00
4869	204640.00	156986.00
4871	122551.00	100748.00
4872	768311.00	570029.00
4874	301895.00	155432.00
4875	19157.00	15028.00
4876	47357.00	30475.00
4877	73045.00	54464.00
4878	43489.00	23466.00
4879	120836.00	92378.00
4880	47699.00	43991.00
4881	358718.31	330501.81
4882	112223.00	82841.00
4883	121375.00	86706.00
4884	284547.00	252054.00
4885	1130639.00	820379.00
4886	41079.00	34160.00
4887	6305.00	2964.00
4888	59619.00	54651.00
4889	161201.00	133869.00
4892	787.00	469.00
4893	176583.00	141600.00
4894	29003.00	28539.00
4895	2257294.00	1530891.00
4896	143373.00	114263.00
4897	4912.00	1697.00
4898	331039.00	236364.00
4900	1412006.00	1004524.00
4901	1179773.00	833957.00
4902	1025939.00	760377.00
4903	41100.00	38713.00
4904	45865.00	30256.00
4906	10128.00	549.00
4907	2258025.00	1899619.00
4908	126784.00	67475.00
4909	2982.00	1839.00
4910	142966.00	100245.00
4912	3444927.00	2610293.00
4913	6846.00	1049.00
4914	946222.00	920206.00
4916	2583.00	1470.00
4917	147742.00	126936.00
4918	15901.00	11228.00
4920	47618.00	16555.00
4921	3172.00	1085.00
4923	66566.00	57502.00
4924	16043.00	1786.00
4925	3881402.00	3245358.00
4926	3113.00	2008.00
4927	1268560.00	953490.00
4928	1111499.00	819398.00
4929	773.00	173.00
4930	4217.00	1302.00
4932	4825.00	3935.00
4933	33429.00	1821.00
4934	3642.00	1603.00
4935	716345.00	529037.00
4936	96057.00	85547.00
4937	7333.00	3857.00
4938	4081.00	2501.00
4939	3901.00	2444.00
4940	-30832.31	336.67
4941	288134.00	204306.00
4942	546569.00	388805.00
4943	187737.00	151292.00
4945	186054.00	124977.00
4946	292.38	50.60
4947	171167.47	60285.80
4948	14143.00	11060.00
4949	584307.00	507839.00
4950	378817.00	286352.00
4951	61895.00	46345.00
4952	57761.00	48031.00
4953	238098.94	41563.24
4954	68171.78	49149.29
4957	26730.00	19694.00
4958	873778.00	774515.00
4959	8317.00	5432.00
4960	15140.00	13600.00
4961	2490.88	1670.79
4962	14958.00	7488.00
4963	643622.00	465371.00
4964	402166.00	70394.00
4965	1304382.00	976492.00
4966	101783.00	6567.00
4968	88737.00	66304.00
4969	391723.00	271936.00
4970	34764.00	23740.00
4971	44386.00	35147.00
4972	2744.00	2029.00
4973	314666.00	224947.00
4974	105373.00	89917.00
4975	95964.00	84941.00
4976	200612.00	155601.00
4978	2017111.00	1860130.00
4979	18734.00	13805.00
4980	944.00	361.00
4981	395231.00	373612.00
4983	57999.52	43359.51
4984	301663.00	216478.00
4985	85236.00	66265.00
4986	1071930.00	614005.00
4987	5527.00	3960.00
4988	81731.00	13882.00
4989	145777.00	111619.00
4990	1853483.00	1576055.00
4991	1179258.00	742224.00
4992	59308.00	42061.00
4993	303036.00	216077.00
4994	3070.00	2308.00
4995	240998.00	184973.00
4996	161835.00	124236.00
4997	3118.00	473.00
4998	20439.00	13432.00
4999	580975.00	563808.00
5000	4478.00	238.00
5001	4123.47	2609.47
5002	21106.00	19484.00
5003	196005.00	125928.00
5004	144032.11	109883.50
5005	32078.00	4646.00
5006	248802.00	169676.00
5008	165140.00	122782.00
5009	197230.62	158394.23
5010	2006.00	1311.00
5011	70213.00	49857.00
5012	171188.00	131130.00
5013	313214.81	305040.56
5014	1579800.00	1154738.00
5015	2112.00	1562.00
5016	283297.00	236159.00
5017	23017.00	19114.00
5018	349843.00	269673.00
5019	82378.00	57586.00
5020	771350.00	67675.00
5021	222858.00	178936.00
5022	96992.00	68974.00
5023	13681.00	1450.00
5024	318779.00	220933.00
5025	674246.00	460683.00
5026	57753.00	56430.00
5027	14665.00	1025.00
5028	102445.00	57310.00
5029	30523.00	23956.00
5030	380946.78	324862.88
5031	77610.00	50578.00
5032	2940.00	1886.00
5033	55107.00	47044.00
5034	4016.00	609.00
5035	52629.00	49042.00
5036	467040.00	359086.00
5037	3009.00	2154.00
5038	12925.14	8389.38
5039	1528673.00	420945.00
5040	14281.00	2590.00
5041	3652.00	609.00
5042	434919.00	334156.00
5043	70183.00	51605.00
5044	2880520.75	2290241.25
5045	11960.00	9514.00
5046	47960.00	35801.00
5047	312311.22	121134.84
5048	2668.14	1153.71
5049	308449.00	175682.00
5050	22681.00	3396.00
5052	65395.00	46761.00
5053	44799.00	33687.00
5054	3862970.00	2545813.00
5055	1236267.00	1167451.00
5056	37504.00	29072.00
5057	12409.00	11102.00
5058	86760.00	48856.00
5059	25871.00	15679.00
5060	23898.00	21370.00
5061	130585.00	96294.00
5062	3409122.00	2373109.00
5063	593.00	148.00
5064	3580.00	2187.00
5065	132071.00	97106.00
5066	36780.00	24730.00
5067	50348.00	40527.00
5068	1478204.00	1387543.00
5069	158905.00	113344.00
5070	127698.00	85661.00
5071	87650.00	66812.00
5072	12967.00	6379.00
5073	51075.00	37715.00
5074	3553.27	1122.07
5075	36613.00	18855.00
5076	236915.00	41755.00
5077	2167772.00	1561428.00
5078	15462.00	10476.00
5079	7922.90	5747.23
5080	15887.00	14266.00
5081	5593.00	4945.00
5082	24095.00	3707.00
5083	83590.00	29037.00
5084	191715.00	131702.00
5085	145835.00	102178.00
5086	877351.50	736968.75
5087	327190.00	317720.00
5088	71934.00	11047.00
5089	6259.00	4535.00
5090	75337.00	55178.00
5091	31794.00	26145.00
5092	75075.00	63809.00
5093	106286.00	33189.00
5094	79.00	5.00
5095	351639.00	332426.00
5096	2209423.00	1471202.00
5097	591891.00	536180.00
5098	-29757.36	18.68
5099	109408.00	83717.00
5100	1306.00	450.00
5102	67166.00	46958.00
5104	313605.00	243982.00
5105	309728.00	232033.00
5107	28414.00	8685.00
5108	437.00	242.00
5109	48347.69	17951.36
5110	3803.00	2680.00
5111	3299373.00	2336012.00
5112	6589.00	1433.00
5113	1200498.00	946537.00
5114	51150.00	40255.00
5115	329305.00	246616.00
5116	50713.00	33576.00
5117	154568.00	53148.00
5118	44786.00	15480.00
5119	79994.00	44563.00
5120	49351.00	37633.00
5121	74653.52	55866.61
5122	429087.00	331974.00
5123	2621.00	1157.00
5124	240454.00	34507.00
5125	332870.00	268749.00
5126	82086.00	67593.00
5128	209618.59	154149.77
5129	9074.00	4764.00
5130	137312.00	117135.00
5131	211479.00	180430.00
5132	134195.00	85574.00
5133	24920.69	23288.88
5134	2729.00	1440.00
5135	1899.00	245.00
5136	1319126.00	903046.00
5137	976049.00	683384.00
5138	21264.00	19485.00
5139	549373.00	423916.00
5140	259896.00	227301.00
5141	25689.62	11758.93
5143	2179.59	1238.88
5145	29125.00	19100.00
5147	13919.00	877.00
5148	2471.00	1697.00
5149	2097428.00	1385588.00
5150	57509.00	48928.00
5151	190406.00	70315.00
5153	11166.00	8789.00
5154	1302960.00	975282.00
5155	94548.00	61174.00
5156	50970.00	8409.00
5157	93863.00	71945.00
5158	119164.00	112328.00
5159	101581.00	96947.00
5160	41091.00	28897.00
5161	974978.00	722256.00
5162	15092.00	779.00
5163	223215.00	211127.00
5164	163742.00	132743.00
5165	266026.00	252406.00
5166	105547.00	72970.00
5167	374238.00	64113.00
5168	46647.00	30573.00
5169	60520.00	51589.00
5170	1114954.00	795171.00
5171	310956.00	223742.00
5172	140975.00	99186.00
5173	486258.00	351980.00
5174	1337150.00	1066517.00
5175	335153.00	314957.00
5176	259.00	22.00
5177	69315.00	63017.00
5178	277497.00	221942.00
5179	148488.00	105623.00
