id	NY AGI of All Returns	Taxable Income of All Returns	Cluster
1197	1291985.00	1056173.00	4
1198	61976.00	47895.00	5
1199	5686.00	4794.00	5
1201	1815.00	1612.00	5
1204	86848.00	74005.00	5
1205	142209.00	116161.00	5
1207	1158037.00	952379.00	4
1208	66917.00	51981.00	5
1209	6510.00	5515.00	5
1210	1082.00	933.00	5
1211	2691.00	2348.00	5
1212	2282.00	2060.00	5
1214	77751.00	65693.00	5
1215	180874.00	149235.00	1
1217	1074108.00	885823.00	4
1218	66050.00	51197.00	5
1219	5463.00	4713.00	5
1221	2478.00	2187.00	5
1222	2333.00	2038.00	5
1224	72131.00	62035.00	5
1225	186267.00	156821.00	1
1227	1197545.00	996082.00	4
1228	52905.00	42390.00	5
1229	5049.00	4396.00	5
1230	1210.00	1029.00	5
1231	2897.00	2568.00	5
1233	1124.00	989.00	5
1234	68269.00	58776.00	5
1235	192578.00	161991.00	1
1237	1315003.00	1104473.00	4
1238	74942.00	60601.00	5
1239	7618.00	6753.00	5
1240	1141.00	991.00	5
1241	2740.00	2440.00	5
1242	1016.00	811.00	5
1243	1342.00	1175.00	5
1244	35421.00	30670.00	5
1245	208125.00	175293.00	1
1247	1109815.00	932836.00	4
1249	23841.00	21462.00	5
1250	9527.00	6903.00	5
1251	86430.00	83617.00	5
1252	9733.00	6612.00	5
1253	1422769.00	1384377.00	2
1255	3773366.00	3203599.00	3
1258	3833797.00	2681195.00	3
1259	131082.00	119994.00	5
1260	11760.00	9104.00	5
1261	62023.00	56109.00	5
1262	13882.00	8173.00	5
1263	475776.00	449805.00	1
1264	3083982.00	2712149.00	3
1265	3007081.00	2529148.00	3
1268	2899546.00	2106620.00	3
1269	90733.00	79575.00	5
1270	16986.00	13690.00	5
1271	58026.00	50063.00	5
1272	41607.00	36104.00	5
1273	10626.00	3681.00	5
1274	2850442.00	2583167.00	3
1278	2815318.00	2129346.00	3
1279	121681.00	111298.00	5
1280	13849.00	11342.00	5
1281	71791.00	66946.00	5
1282	77739.00	73949.00	5
1283	15545.00	6153.00	5
1284	3142692.00	2887240.00	3
1288	3342119.00	2583566.00	3
1289	102027.00	89289.00	5
1290	20155.00	16983.00	5
1291	77448.00	49924.00	5
1292	15750.00	11675.00	5
1293	96052.00	90355.00	5
1294	3830360.00	3539156.00	3
1299	236943.00	221195.00	1
1300	51918.00	48917.00	5
1301	70329.00	66188.00	5
1302	34337.00	30280.00	5
1303	119338.00	115208.00	5
1304	2069325.00	1963293.00	2
1308	1836.00	187.00	5
1309	67.00	0.00	5
1310	214.00	0.00	5
1311	60.00	0.00	5
1312	199.00	0.00	5
1313	455.00	1.00	5
1314	8673.00	64.00	5
1315	6404.00	206.00	5
1316	75927.00	4769.00	5
1317	31250.00	1513.00	5
1318	1506.00	136.00	5
1319	280.00	6.00	5
1320	222.00	3.00	5
1321	115.00	3.00	5
1322	221.00	0.00	5
1323	2492.00	0.00	5
1324	6814.00	60.00	5
1325	6331.00	275.00	5
1326	66180.00	4584.00	5
1327	27873.00	1348.00	5
1328	1418.00	139.00	5
1329	323.00	0.00	5
1330	284.00	1.00	5
1331	123.00	0.00	5
1332	156.00	4.00	5
1333	2629.00	0.00	5
1334	5977.00	75.00	5
1335	6534.00	299.00	5
1336	60344.00	4845.00	5
1337	25059.00	1329.00	5
1338	1325.00	161.00	5
1339	216.00	4.00	5
1340	157.00	2.00	5
1341	87.00	0.00	5
1342	114.00	0.00	5
1343	2248.00	0.00	5
1344	4531.00	54.00	5
1345	6809.00	330.00	5
1346	55105.00	4583.00	5
1347	24994.00	1363.00	5
1348	1199.00	145.00	5
1349	230.00	9.00	5
1350	256.00	6.00	5
1351	139.00	0.00	5
1352	1589.00	0.00	5
1353	89.00	3.00	5
1354	3945.00	82.00	5
1355	6284.00	271.00	5
1356	50554.00	4455.00	5
1357	23160.00	1342.00	5
1358	1526.00	172.00	5
1359	406.00	14.00	5
1360	45.00	0.00	5
1361	99.00	0.00	5
1362	60.00	7.00	5
1363	60.00	2.00	5
1364	2365.00	27.00	5
1365	8818.00	367.00	5
1366	48304.00	4160.00	5
1367	22505.00	1337.00	5
1369	3447.00	651.00	5
1370	12268.00	4068.00	5
1371	14339.00	6370.00	5
1372	16208.00	7997.00	5
1373	18107.00	9804.00	5
1374	19479.00	11236.00	5
1375	23300.00	13963.00	5
1376	42165.00	26961.00	5
1377	119456.00	81115.00	5
1378	41113.00	28457.00	5
1379	143858.00	98128.00	5
1380	2219552.00	1399125.00	2
1381	2318100.00	1687960.00	2
1383	1227.00	107.00	5
1384	5812.00	2470.00	5
1385	8375.00	5229.00	5
1386	10604.00	7349.00	5
1387	10289.00	7665.00	5
1388	12989.00	10185.00	5
1389	16274.00	13083.00	5
1390	21007.00	17255.00	5
1391	46895.00	39694.00	5
1392	13223.00	11067.00	5
1393	52737.00	46164.00	5
1394	321643.00	301475.00	1
1395	487883.00	461747.00	1
1397	861.00	62.00	5
1398	2554.00	1067.00	5
1399	2106.00	1132.00	5
1400	1681.00	983.00	5
1401	1212.00	825.00	5
1402	1373.00	788.00	5
1403	2167.00	1457.00	5
1404	3521.00	2658.00	5
1405	20969.00	14973.00	5
1406	9570.00	7039.00	5
1407	63342.00	52202.00	5
1408	454311.00	419827.00	1
1409	561104.00	503016.00	1
1411	4463.00	229.00	5
1412	3378.00	1411.00	5
1413	1121.00	671.00	5
1414	1192.00	702.00	5
1415	1256.00	843.00	5
1416	1389.00	1027.00	5
1417	1993.00	1595.00	5
1418	3199.00	2497.00	5
1419	8174.00	6309.00	5
1420	4696.00	4044.00	5
1421	19374.00	16846.00	5
1422	141185.00	134348.00	5
1423	170258.00	170526.00	1
1424	1128.00	0.00	5
1425	2260.00	95.00	5
1426	1332.00	568.00	5
1427	808.00	489.00	5
1428	622.00	487.00	5
1429	1912.00	1794.00	5
1431	5563.00	3666.00	5
1432	20148.00	10049.00	5
1433	36251.00	19151.00	5
1435	918.00	67.00	5
1436	2078.00	846.00	5
1437	2874.00	1747.00	5
1438	2962.00	1893.00	5
1439	3387.00	2491.00	5
1440	3212.00	2425.00	5
1441	6173.00	4617.00	5
1442	10409.00	8279.00	5
1443	53008.00	43296.00	5
1444	26109.00	21294.00	5
1445	150414.00	133916.00	5
1446	3338579.00	3198108.00	3
1447	3521685.00	3418981.00	3
1449	7831.00	518.00	5
1450	13453.00	5340.00	5
1451	16312.00	9649.00	5
1452	14711.00	9149.00	5
1453	13641.00	9070.00	5
1454	13528.00	9371.00	5
1455	16840.00	11990.00	5
1456	29912.00	22306.00	5
1457	105720.00	81241.00	5
1458	51085.00	42324.00	5
1459	195597.00	163035.00	1
1460	2360480.00	2188656.00	2
1461	2784387.00	2552671.00	3
1463	18137.00	1828.00	5
1464	58101.00	20437.00	5
1465	76812.00	39291.00	5
1466	71737.00	41674.00	5
1467	70905.00	44690.00	5
1468	70181.00	47205.00	5
1469	99927.00	69477.00	5
1470	144637.00	104453.00	5
1471	406983.00	314328.00	1
1472	155721.00	123268.00	5
1473	478939.00	397956.00	1
1477	217596.00	44735.00	5
1478	739631.00	264838.00	1
1479	1120519.00	558254.00	4
1480	1528012.00	895311.00	4
1481	1938237.00	1242034.00	2
1482	2267229.00	1531224.00	2
1483	3714224.00	2605696.00	3
1491	122427.00	15181.00	5
1493	471099.00	185291.00	1
1494	608625.00	356153.00	1
1495	600429.00	408200.00	1
1496	617510.00	450997.00	1
1497	604021.00	460743.00	1
1498	804870.00	635829.00	4
1499	1135092.00	924093.00	4
1500	2710589.00	2325634.00	3
1501	692356.00	615311.00	4
1502	1520407.00	1399174.00	2
1506	4328.00	968.00	5
1507	13151.00	4630.00	5
1508	16220.00	7281.00	5
1509	18865.00	10216.00	5
1510	20575.00	11411.00	5
1511	23923.00	13986.00	5
1512	34708.00	20595.00	5
1513	55461.00	35959.00	5
1514	166652.00	114479.00	5
1515	48692.00	36588.00	5
1516	209425.00	154869.00	1
1519	1164.00	78.00	5
1520	5710.00	2428.00	5
1521	8290.00	5169.00	5
1522	12232.00	8787.00	5
1523	11704.00	8929.00	5
1524	12026.00	9586.00	5
1525	16454.00	13335.00	5
1526	20306.00	17286.00	5
1527	46457.00	40419.00	5
1528	13852.00	12362.00	5
1529	53519.00	48445.00	5
1530	398461.00	363624.00	1
1531	573012.00	530461.00	1
1533	766.00	62.00	5
1534	2761.00	1268.00	5
1535	2278.00	1409.00	5
1536	1067.00	711.00	5
1537	1550.00	1047.00	5
1538	843.00	656.00	5
1539	1421.00	956.00	5
1540	2341.00	1901.00	5
1541	6979.00	5291.00	5
1542	4936.00	3767.00	5
1543	26539.00	21740.00	5
1544	109541.00	98177.00	5
1545	160218.00	136987.00	5
1546	24749.00	0.00	5
1547	4244.00	190.00	5
1548	3780.00	1783.00	5
1549	2768.00	1871.00	5
1550	2765.00	2122.00	5
1551	1591.00	1217.00	5
1552	1247.00	1044.00	5
1553	2240.00	1772.00	5
1554	3660.00	3077.00	5
1555	4642.00	3987.00	5
1557	9056.00	8219.00	5
1558	76116.00	71414.00	5
1559	137826.00	97602.00	5
1560	2443.00	2.00	5
1561	3414.00	125.00	5
1562	1712.00	814.00	5
1563	1190.00	822.00	5
1564	520.00	382.00	5
1565	485.00	403.00	5
1566	717.00	525.00	5
1572	11074.00	8187.00	5
1573	25714.00	15099.00	5
1575	532.00	50.00	5
1576	1423.00	567.00	5
1577	1793.00	1081.00	5
1578	2391.00	1450.00	5
1579	2926.00	1890.00	5
1580	2501.00	1836.00	5
1581	5605.00	4357.00	5
1582	8550.00	7113.00	5
1583	38605.00	32189.00	5
1584	22748.00	20394.00	5
1585	118283.00	104299.00	5
1586	2874509.00	2668351.00	3
1587	3043893.00	2843579.00	3
1589	7833.00	525.00	5
1590	13812.00	5642.00	5
1591	15595.00	9465.00	5
1592	11933.00	7925.00	5
1593	10161.00	7256.00	5
1594	8893.00	6692.00	5
1595	14576.00	11081.00	5
1596	21492.00	16798.00	5
1597	80085.00	66472.00	5
1598	27952.00	22445.00	5
1599	118373.00	102438.00	5
1600	1086770.00	869794.00	4
1601	1408168.00	1126536.00	4
1603	23274.00	2271.00	5
1604	71109.00	25365.00	5
1605	96671.00	51130.00	5
1606	91516.00	54387.00	5
1607	95005.00	62668.00	5
1608	91990.00	64337.00	5
1609	122572.00	86992.00	5
1610	182807.00	134285.00	1
1611	502428.00	399645.00	1
1612	202196.00	167086.00	1
1613	672844.00	563584.00	4
1617	225618.00	50587.00	5
1618	744089.00	282475.00	1
1619	1132046.00	575415.00	4
1620	1554885.00	921527.00	4
1621	1976085.00	1278965.00	2
1622	2265973.00	1534286.00	2
1623	3772897.00	2649835.00	3
1631	125252.00	16468.00	5
1632	517780.00	209207.00	1
1633	694820.00	410856.00	1
1634	729445.00	498875.00	4
1635	731934.00	536075.00	4
1636	675632.00	515250.00	1
1637	897082.00	705841.00	4
1638	1256992.00	1018695.00	4
1639	3009717.00	2574159.00	3
1640	824441.00	733737.00	4
1641	1832409.00	1688856.00	2
1644	1205.00	89.00	5
1645	3728.00	859.00	5
1646	12321.00	4439.00	5
1647	16646.00	8059.00	5
1648	17884.00	9458.00	5
1649	21203.00	11745.00	5
1650	19148.00	11038.00	5
1651	30715.00	19534.00	5
1652	47992.00	31239.00	5
1653	140617.00	99720.00	5
1654	47331.00	36361.00	5
1655	206063.00	158521.00	1
1658	383.00	9.00	5
1659	1051.00	83.00	5
1660	4783.00	2046.00	5
1661	7214.00	4561.00	5
1662	10691.00	7481.00	5
1663	11514.00	8795.00	5
1664	12381.00	9871.00	5
1665	16127.00	13168.00	5
1666	20298.00	17050.00	5
1667	44408.00	38708.00	5
1668	11952.00	10846.00	5
1669	44544.00	41075.00	5
1670	274916.00	263174.00	1
1671	460263.00	416868.00	1
1672	1094.00	3.00	5
1673	12010.00	872.00	5
1674	6428.00	2947.00	5
1675	2701.00	1726.00	5
1676	3499.00	2645.00	5
1677	1545.00	1244.00	5
1678	3004.00	2487.00	5
1679	17232.00	15042.00	5
1680	6411.00	5634.00	5
1681	38499.00	35391.00	5
1682	10371.00	9424.00	5
1683	34828.00	32813.00	5
1684	181342.00	175146.00	1
1685	318964.00	285375.00	1
1686	2183.00	0.00	5
1687	4031.00	180.00	5
1688	2284.00	1046.00	5
1689	1388.00	901.00	5
1690	998.00	780.00	5
1691	1124.00	877.00	5
1693	886.00	572.00	5
1694	921.00	669.00	5
1695	4106.00	3205.00	5
1697	7583.00	5638.00	5
1698	92692.00	87583.00	5
1699	120155.00	103077.00	5
1700	116.00	1.00	5
1701	234.00	12.00	5
1702	761.00	326.00	5
1703	855.00	520.00	5
1704	901.00	620.00	5
1705	919.00	647.00	5
1706	820.00	585.00	5
1707	1847.00	1449.00	5
1708	3170.00	2692.00	5
1709	11514.00	9630.00	5
1710	10450.00	9530.00	5
1711	29250.00	26748.00	5
1712	220490.00	207321.00	1
1713	281328.00	260081.00	1
1714	228.00	0.00	5
1715	463.00	32.00	5
1716	1326.00	562.00	5
1717	1531.00	1003.00	5
1718	2072.00	1443.00	5
1719	2241.00	1817.00	5
1720	2048.00	1689.00	5
1721	3819.00	3193.00	5
1722	5999.00	4875.00	5
1723	28381.00	25015.00	5
1724	14312.00	12586.00	5
1725	79859.00	70341.00	5
1726	1093631.00	1065696.00	4
1727	1235911.00	1188253.00	4
1728	2671.00	17.00	5
1729	5917.00	424.00	5
1730	11884.00	4847.00	5
1731	11936.00	7120.00	5
1732	11169.00	7512.00	5
1733	11195.00	7691.00	5
1734	12446.00	8874.00	5
1735	17876.00	13642.00	5
1736	28240.00	21667.00	5
1737	95610.00	79853.00	5
1738	50053.00	41978.00	5
1739	187380.00	160783.00	1
1740	1804592.00	1476455.00	2
1741	2250969.00	1830863.00	2
1742	10000.00	239.00	5
1743	27261.00	3291.00	5
1744	89546.00	34952.00	5
1745	112949.00	62468.00	5
1746	101394.00	63753.00	5
1747	101699.00	69187.00	5
1748	102471.00	72552.00	5
1749	136110.00	97086.00	5
1750	195378.00	147734.00	1
1751	551121.00	446711.00	1
1752	211853.00	180498.00	1
1753	625270.00	544418.00	1
1756	72840.00	5764.00	5
1757	231199.00	51156.00	1
1758	751474.00	294334.00	1
1759	1129671.00	584264.00	4
1760	1565574.00	944210.00	4
1761	1991432.00	1304206.00	2
1762	2235786.00	1519349.00	2
1763	3729111.00	2626008.00	3
1770	30548.00	1189.00	5
1771	129315.00	17252.00	5
1772	556818.00	224746.00	1
1773	770049.00	453668.00	4
1774	813131.00	553041.00	4
1775	820670.00	597511.00	4
1776	744306.00	560893.00	4
1777	1001187.00	780363.00	4
1778	1370923.00	1102706.00	4
1779	3255866.00	2770133.00	3
1780	868875.00	776900.00	4
1781	2021822.00	1860402.00	2
1784	1278.00	113.00	5
1785	3962.00	953.00	5
1786	12271.00	4934.00	5
1787	15979.00	8689.00	5
1788	16998.00	10999.00	5
1789	17063.00	11556.00	5
1790	20062.00	14360.00	5
1791	30223.00	22177.00	5
1792	49360.00	38304.00	5
1793	138832.00	115806.00	5
1796	349.00	30.00	5
1797	1003.00	83.00	5
1798	4406.00	1925.00	5
1799	6664.00	4305.00	5
1800	9837.00	7162.00	5
1801	10286.00	7902.00	5
1802	12484.00	10210.00	5
1803	14885.00	12471.00	5
1804	17027.00	14746.00	5
1805	32271.00	29418.00	5
1806	458001.00	429066.00	1
1807	567213.00	517318.00	1
1808	105.00	11.00	5
1809	227.00	16.00	5
1810	728.00	328.00	5
1811	1272.00	762.00	5
1812	1408.00	1051.00	5
1813	1337.00	981.00	5
1814	1400.00	1155.00	5
1815	2474.00	2044.00	5
1816	2383.00	2109.00	5
1817	12033.00	11107.00	5
1818	155744.00	149325.00	5
1819	179111.00	168890.00	1
1820	14734.00	0.00	5
1821	34949.00	2548.00	5
1822	82970.00	37655.00	5
1823	87692.00	59325.00	5
1824	37170.00	29181.00	5
1825	25822.00	21382.00	5
1826	47657.00	41423.00	5
1827	62463.00	55194.00	5
1828	101971.00	93629.00	5
1829	152630.00	143547.00	5
1830	210599.00	201665.00	1
1831	858657.00	685548.00	4
1832	2758.00	9.00	5
1833	4278.00	199.00	5
1834	2769.00	1298.00	5
1835	2270.00	1524.00	5
1836	2462.00	1848.00	5
1837	2510.00	2069.00	5
1838	4179.00	3463.00	5
1839	5528.00	4786.00	5
1840	8562.00	7606.00	5
1841	40246.00	37115.00	5
1842	1937945.00	1844138.00	2
1843	2013508.00	1904056.00	2
1844	107.00	3.00	5
1845	326.00	27.00	5
1846	657.00	319.00	5
1847	694.00	443.00	5
1848	521.00	382.00	5
1849	580.00	483.00	5
1850	993.00	844.00	5
1851	880.00	736.00	5
1852	2378.00	2094.00	5
1853	9188.00	8502.00	5
1854	245529.00	223194.00	1
1855	261854.00	237026.00	1
1856	1479.00	47.00	5
1857	3619.00	310.00	5
1858	8848.00	3644.00	5
1859	9114.00	5602.00	5
1860	10336.00	7329.00	5
1861	10422.00	7683.00	5
1862	9976.00	7583.00	5
1863	18801.00	15092.00	5
1864	25210.00	21233.00	5
1865	100826.00	88396.00	5
1866	3162435.00	2713993.00	3
1867	3361066.00	2870912.00	3
1868	10784.00	421.00	5
1869	30575.00	4318.00	5
1870	99711.00	42103.00	5
1871	122171.00	73023.00	5
1872	112202.00	76201.00	5
1873	118486.00	85646.00	5
1874	109319.00	82318.00	5
1875	156837.00	121283.00	5
1876	238407.00	191783.00	1
1877	715270.00	611111.00	4
1880	82602.00	5995.00	5
1881	236465.00	48943.00	1
1882	782204.00	321363.00	1
1883	1160080.00	652489.00	4
1884	1557719.00	1008730.00	4
1885	1947373.00	1347661.00	2
1886	2207377.00	1590741.00	2
1887	3653907.00	2714644.00	3
1892	31516.00	1520.00	5
1893	135009.00	19359.00	5
1894	572058.00	240340.00	1
1895	762336.00	461575.00	4
1896	1502.00	1185.00	5
1897	815058.00	567227.00	4
1898	805497.00	597643.00	4
1899	735907.00	565242.00	4
1900	996428.00	791188.00	4
1901	1360084.00	1108467.00	4
1902	3112048.00	2672464.00	3
1905	1568.00	143.00	5
1906	4987.00	1172.00	5
1907	15684.00	6419.00	5
1908	21364.00	11191.00	5
1909	22558.00	14102.00	5
1910	24152.00	16168.00	5
1911	25648.00	18229.00	5
1912	38530.00	28178.00	5
1913	63235.00	48167.00	5
1914	171216.00	138213.00	1
1917	352.00	9.00	5
1918	1013.00	126.00	5
1919	5290.00	2396.00	5
1920	7980.00	5197.00	5
1921	10690.00	7792.00	5
1922	11303.00	8929.00	5
1923	11823.00	9613.00	5
1924	12907.00	10887.00	5
1925	16293.00	14196.00	5
1926	36822.00	33649.00	5
1927	226536.00	219367.00	1
1928	341009.00	312160.00	1
1929	69.00	3.00	5
1930	133.00	6.00	5
1931	676.00	275.00	5
1932	742.00	512.00	5
1933	1167.00	853.00	5
1934	1770.00	1403.00	5
1935	2208.00	1891.00	5
1936	3206.00	2894.00	5
1937	16194.00	15034.00	5
1938	193976.00	186335.00	1
1939	221644.00	210392.00	1
1940	6567.00	2.00	5
1941	9257.00	1189.00	5
1942	10902.00	5481.00	5
1943	22707.00	16719.00	5
1944	14752.00	11730.00	5
1945	11877.00	10074.00	5
1946	8753.00	7616.00	5
1947	8071.00	7134.00	5
1948	12170.00	11030.00	5
1949	20115.00	18669.00	5
1950	233407.00	229537.00	1
1951	358578.00	319182.00	1
1952	3122.00	13.00	5
1953	3954.00	215.00	5
1954	3888.00	1655.00	5
1955	3150.00	2163.00	5
1956	4244.00	3275.00	5
1957	4773.00	3927.00	5
1958	5321.00	4441.00	5
1959	7295.00	6440.00	5
1960	10330.00	8979.00	5
1961	38875.00	35032.00	5
1962	1701722.00	1629146.00	2
1963	1786674.00	1695284.00	2
1964	49.00	0.00	5
1965	270.00	21.00	5
1966	705.00	302.00	5
1967	611.00	407.00	5
1968	520.00	393.00	5
1969	1008.00	817.00	5
1970	650.00	505.00	5
1971	1436.00	1261.00	5
1972	1614.00	1379.00	5
1973	14303.00	13022.00	5
1974	273303.00	263216.00	1
1975	294468.00	281321.00	1
1976	1419.00	17.00	5
1978	4084.00	404.00	5
1979	15260.00	6691.00	5
1980	16494.00	10300.00	5
1981	10453.00	7333.00	5
1982	12777.00	9175.00	5
1983	12505.00	9642.00	5
1984	18964.00	15143.00	5
1985	33958.00	28265.00	5
1986	146969.00	127134.00	5
1987	1903017.00	1614376.00	2
1988	2175901.00	1828479.00	2
1989	12374.00	451.00	5
1990	33496.00	4961.00	5
1991	100678.00	41838.00	5
1992	116428.00	67575.00	5
1993	118978.00	80302.00	5
1994	125357.00	90653.00	5
1995	115633.00	86648.00	5
1996	158909.00	122261.00	5
1997	249935.00	199208.00	1
1998	661845.00	559022.00	4
2001	73156.00	5194.00	5
2002	204885.00	43884.00	5
2003	695390.00	276440.00	1
2004	1094330.00	605107.00	4
2005	1510876.00	975796.00	4
2006	44396.55	42614.06	5
2007	1932552.00	1337414.00	2
2008	2135675.00	1539344.00	2
2009	3492540.00	2595369.00	3
2014	30166.00	1414.00	5
2015	131003.00	18428.00	5
2016	571215.00	234166.00	1
2017	761302.00	457083.00	4
2018	817567.00	563762.00	4
2019	793879.00	585281.00	4
2020	714340.00	547019.00	4
2021	965714.00	760919.00	4
2022	1342731.00	1092027.00	4
2023	3031776.00	2603202.00	3
2026	6708.32	3587.92	5
2027	1668991.00	1390589.00	2
2028	4376.00	3132.00	5
2029	1829734.00	1354378.00	2
2030	559918.06	356997.03	1
2031	120482.00	89404.00	5
2033	3969074.00	3034030.00	3
2034	928570.00	721925.00	4
2035	57249.00	38847.00	5
2037	266988.00	186509.00	1
2038	1284580.00	934774.00	4
2039	22811.00	20511.00	5
2040	790828.00	480136.00	4
2042	1290957.00	924254.00	4
2043	776872.00	570351.00	4
2044	248457.00	234931.00	1
2045	1077050.00	820530.00	4
2046	71838.43	47958.05	5
2047	2075977.00	1536351.00	2
2048	1464.00	604.00	5
2049	951643.00	65177.00	1
2050	643643.00	473287.00	1
2051	3357.00	1445.00	5
2052	52553.31	8051.31	5
2053	90828.00	80585.00	5
2054	346108.00	293655.00	1
2055	2023764.00	1492712.00	2
2056	91734.00	67261.00	5
2057	268331.00	77918.00	1
2058	3580.00	1745.00	5
2059	71844.00	55079.00	5
2060	135013.00	108477.00	5
2061	2195.00	1094.00	5
2062	80160.00	68840.00	5
2063	43849.00	23935.00	5
2064	96606.00	66873.00	5
2065	52525.00	36851.00	5
2066	292594.00	109712.00	1
2067	2978428.00	2438984.00	3
2068	303904.00	252946.00	1
2069	9638.00	6188.00	5
2070	150102.00	49309.00	5
2071	2611.00	149.00	5
2072	254496.00	207427.00	1
2073	70198.00	37972.00	5
2074	112373.00	61850.00	5
2075	1038917.00	705635.00	4
2076	40793.00	14281.00	5
2077	245818.00	184382.00	1
2078	59081.00	31648.00	5
2080	1659.00	550.00	5
2081	326205.00	180503.00	1
2082	2131035.00	1671422.00	2
2083	98999.00	64469.00	5
2084	83745.00	65218.00	5
2085	3667.00	2741.00	5
2086	58180.00	18502.00	5
2087	87323.00	74503.00	5
2088	4955.00	3126.00	5
2090	169433.00	95878.00	5
2091	1017500.00	753999.00	4
2092	59854.00	45721.00	5
2093	11920.00	9381.00	5
2094	156605.75	153467.78	1
2095	12578.00	7757.00	5
2096	15071.00	1101.00	5
2098	70365.00	50726.00	5
2099	13569.46	11006.48	5
2100	108594.00	58274.00	5
2101	134105.00	94530.00	5
2102	697.00	69.00	5
2104	6832.03	5009.60	5
2105	19455.00	14456.00	5
2106	237359.00	129671.00	1
2107	89748.00	59954.00	5
2108	138540.00	92487.00	5
2109	17578.00	13207.00	5
2110	104085.00	97771.00	5
2111	236780.00	156837.00	1
2112	7523.00	5173.00	5
2113	1194.89	760.04	5
2114	573335.00	527171.00	1
2115	74595.06	58553.93	5
2116	107791.00	82569.00	5
2117	26847.00	19964.00	5
2118	270871.00	229429.00	1
2119	91350.00	59700.00	5
2120	13420.00	1716.00	5
2121	496733.00	398149.00	1
2122	4795.00	3016.00	5
2123	29282.00	2269.00	5
2124	3770.37	2118.62	5
2125	140195.00	97305.00	5
2126	957.86	268.16	5
2128	12458.00	4320.00	5
2129	239053.00	85113.00	1
2130	49048.00	42021.00	5
2131	49680.00	15848.00	5
2132	234152.00	84329.00	1
2133	54851.00	7087.00	5
2134	10991.00	9115.00	5
2135	20347.00	13685.00	5
2136	1281.00	634.00	5
2137	88096.00	15102.00	5
2138	14096.00	10990.00	5
2139	759300.00	273493.00	1
2140	796010.00	663885.00	4
2141	2528920.00	2120957.00	2
2142	128213.00	97424.00	5
2143	88738.00	65796.00	5
2144	344565.00	230916.00	1
2145	8078.00	6325.00	5
2146	19007.00	15903.00	5
2147	159849.00	56384.00	5
2148	64051.00	47335.00	5
2149	9825.00	7456.00	5
2151	6598.00	2931.00	5
2152	736352.00	509337.00	4
2154	1968.00	609.00	5
2155	200968.00	162293.00	1
2156	2578.00	1269.00	5
2158	191052.00	150857.00	1
2159	64992.00	49533.00	5
2160	9892.81	2258.17	5
2161	1578275.00	1007828.00	4
2163	5361.00	3954.00	5
2164	44414.00	33345.00	5
2165	89585.00	86968.00	5
2166	252889.31	203614.92	1
2167	254575.00	164721.00	1
2168	3066.79	1755.49	5
2169	6850.00	3977.00	5
2170	88236.00	68915.00	5
2171	3455.00	1689.00	5
2174	489526.00	339341.00	1
2175	6748.00	409.00	5
2177	1897.00	212.00	5
2178	58778.00	42314.00	5
2179	9724.00	7896.00	5
2180	194526.00	149971.00	1
2181	72203.00	38764.00	5
2182	86395.00	70224.00	5
2183	3099.00	2439.00	5
2184	152963.00	110914.00	5
2185	15688.00	2335.00	5
2186	160072.00	113640.00	5
2187	41902.00	36271.00	5
2188	1482083.00	1400137.00	2
2189	1580312.00	1522657.00	2
2190	26856.00	24288.00	5
2191	119087.00	78336.00	5
2192	1017387.00	584567.00	4
2193	17845.00	17128.00	5
2194	883734.00	643008.00	4
2195	76611.00	57832.00	5
2196	56930.00	32098.00	5
2197	1835.00	696.00	5
2198	307172.00	228593.00	1
2199	2084879.00	1577051.00	2
2200	102869.00	33331.00	5
2201	20925.00	3216.00	5
2202	73769.00	60775.00	5
2203	330499.00	236224.00	1
2204	120208.00	2690.00	5
